platform,external_id,video_url,video_id,url,title,channel,published_at,description,thumbnail_url,view_count,like_count,embeddable,privacy_status
youtube,QzsXY_PZrvQ,https://www.youtube.com/watch?v=QzsXY_PZrvQ,QzsXY_PZrvQ,https://www.youtube.com/watch?v=QzsXY_PZrvQ,【インスタで1000万再生突破！蒸しキャベツと野菜のうまだれ】 #簡単レシピ#キャベツ #ヘルシーレシピ #レシピ,DOKIN,2025-05-04T12:10:40Z,,https://i.ytimg.com/vi/QzsXY_PZrvQ/maxresdefault.jpg,1291796,25029,True,public
youtube,50_nURL62nM,https://www.youtube.com/watch?v=50_nURL62nM,50_nURL62nM,https://www.youtube.com/watch?v=50_nURL62nM,#肉豆腐 #japanesefood #簡単レシピ #簡単料理 #自炊 #おうちごはん #cooking #豆腐,うんうん,2025-03-10T11:21:23Z,,https://i.ytimg.com/vi/50_nURL62nM/maxresdefault.jpg,1208228,16216,True,public
youtube,wWQ148BjCO8,https://www.youtube.com/watch?v=wWQ148BjCO8,wWQ148BjCO8,https://www.youtube.com/watch?v=wWQ148BjCO8,【肉じゃが】じゃがいもの定番料理！味付けが決まる黄金比とは,オリーブオイルをひとまわし / オリひと,2022-09-15T09:30:11Z,#shorts #肉じゃが #じゃがいも #じゃがいもレシピ #じゃがいも料理 #おうちごはん #簡単レシピ #おうちごはんlover #手料理 #料理好きな人と繋がりたい #家庭料理 #晩ごはん #献立 #キッチングラム #簡単ごはん #和食ごはん #肉じゃがレシピ #オリーブオイルをひとまわし #オリひと,https://i.ytimg.com/vi/wWQ148BjCO8/maxresdefault.jpg,1055254,17827,True,public
youtube,bkW5Ia1bkxY,https://www.youtube.com/watch?v=bkW5Ia1bkxY,bkW5Ia1bkxY,https://www.youtube.com/watch?v=bkW5Ia1bkxY,塩だれキャベツは火を通せ！#簡単レシピ #キャベツ #ガンガンの料理塾,ガンガンの料理塾,2024-02-23T12:00:29Z,"塩だれキャベツは、火を通した方がうまい。
キャベツの辛味が抜けて、甘みが引き立ちます。


#簡単レシピ #キャベツ #ガンガンの料理塾

【提供：ケンちゃんファーム】

3年連続「食べチョクアワード 野菜部門1位」受賞している、高品質の玉ねぎを生産されています🧅

※玉ねぎは農薬、化学肥料を通常より50%以上抑えた、「ひょうご安心ブランド」に認証されております。

↓商品の購入はこちらのリンクから↓

https://www.tabechoku.com/producers/20187",https://i.ytimg.com/vi/bkW5Ia1bkxY/maxresdefault.jpg,2554164,49582,True,public
youtube,iuDCG6Gtkg0,https://www.youtube.com/watch?v=iuDCG6Gtkg0,iuDCG6Gtkg0,https://www.youtube.com/watch?v=iuDCG6Gtkg0,【５分も要らない】シンプルが至高✨卵チャーハン #簡単レシピ #時短レシピ,ぽっけ夫婦⌇家族が喜ぶ10分ごはん,2024-05-16T09:40:15Z,"【卵チャーハン】
　
これでいいの？😳
そんなチャーハンだけど
実際にリピしまくってる
超シンプルごはん🍳

子どもウケも良くて
頼りになるレシピだよ🌷

びっくりするから一度作ってみて❣️
　
　
✏️材料（2〜3人分）
　
☑卵　３個
☑︎ごはん　茶碗３杯分

◎塩　ふたつまみくらい
　
　
🍳作り方
　
①フライパンに油を熱し、
　卵を割って塩をする
②白身が固まってきたら
　ごはんを入れ、
　卵を崩しながら炒める
③塩を入れ、さらに混ぜたら完成！
　
　
💡簡単ワンポイント
　
目玉焼きにご飯をのせて
混ぜたらもうチャーハンです🙋🏻‍♂️

醤油をちょっと
たらしながら食べるのが、最高😋

塩は、
卵とご飯全体になんとなく
かけておけばOK！
あとはお好みで◎",https://i.ytimg.com/vi/iuDCG6Gtkg0/maxresdefault.jpg,2515016,19459,True,public
youtube,B5MUImbN_uQ,https://www.youtube.com/watch?v=B5MUImbN_uQ,B5MUImbN_uQ,https://www.youtube.com/watch?v=B5MUImbN_uQ,絶対にこれ以上しっとりパラパラになる炒飯レシピはない！具は卵だけ,だれウマ【料理研究家】,2022-10-17T12:15:00Z,"2022年レシピ本大賞入賞！『宇宙一ずぼら絶品めし』のAmazon購入はこちらから↓
https://amzn.to/39Rv9R5

『極 玉子炒飯』の詳しい作り方はこちら↓
https://www.yassu-cooking.com/entry/2022/09/13/kiwami-tamago-yakimeshi

材料(1人前)

◆30日間で8kgやせたレシピを全て掲載した『やせウマズボラ飯 極』の発売が決定！運動無しでもやせるレシピ本です！
Amazonで販売開始【電子書籍版もあります】
https://amzn.to/3Mzv4Tp
t
◆7万部突破の爆売れ！『悶絶ずぼら飯』のamazonからの購入はこちら↓
https://amzn.to/31XzTRB

◆だれウマ初レシピ本『極上ずぼら飯』8万部の爆売れです↓
https://www.amazon.co.jp/dp/4847098846

◆『痩せウマ』チャンネルも登録よろしくお願い致します↓
https://www.youtube.com/channel/UCG6NkcLc9gXdZiJhwukdTbQ?view_as=subscriber

ーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーー

『だれウマ』のブログはこちらから↓
https://www.yassu-cooking.com

『だれウマ』のTikTokはこちらから↓
http://vt.tiktok.com/J9Dcye

『だれウマ』のインスタはこちらから↓
https://www.instagram.com/dareuma_recipe

『だれウマ』のTwitterはこちらから↓
https://twitter.com/muscle1046

⭐︎お仕事の依頼等はこちら
dareuma0141@gmail.com

BGM提供： http://musmus.main.jp",https://i.ytimg.com/vi/B5MUImbN_uQ/maxresdefault.jpg,6510393,189572,True,public
youtube,cmsDyH0HVa8,https://www.youtube.com/watch?v=cmsDyH0HVa8,cmsDyH0HVa8,https://www.youtube.com/watch?v=cmsDyH0HVa8,【簡単料理】　驚くほど旨い！ナスのチーズ焼き！おつまみにも！,マミケン簡単クッキングチャンネル,2022-06-28T08:30:06Z,"ご視聴ありがとうございます♪

このチャンネルでは主に初心者の私でも作れる簡単で楽しく美味しい料理を作ってる平凡なチャンネルです☆
不器用な私ですけど温かい目で見守って貰えたら嬉しく思います

また、料理がメインのチャンネルですが他にもグルメ、旅行などの紹介動画もやっていきたいと思ってますので
よろしければチャンネル登録と共に楽しく観てもらえたら嬉しいです。

■ホームページ■
　　　↓
https://mmkmasasyk.wixsite.com/mamiken

■愛犬のLINEスタンプ作ってみました■
　　　　　↓
https://line.me/S/shop/sticker/author/4820665

■オススメ商品リスト■
　　　　　↓
 https://www.amazon.co.jp/shop/influencer-acf5dd7d


■【簡単料理】　調理時間3分！旨すぎる！キュウリの一本漬け！　超簡単おつまみ！副菜・漬け物・塩昆布■
　　　　　　↓
https://youtu.be/BpIjXnDE7jw

Instagram・Twitterの方もよろしくお願いします。

 Instagram
      ↓
https://www.instagram.com/mamichannel7/?hl=ja
　　
Twitter　
　↓
https://twitter.com/mamichanne12345

チャンネル登録はこちら→https://www.youtube.com/channel/UCZXrZWR2yhZmA-3CzR8qUXA

よろしければ高評価、チャンネル登録お願いします。

＃ナスのチーズ焼き
＃ナス
＃おつまみ
＃バズり動画
＃ナスレシピ
＃簡単料理
＃レシピ人気
＃マミケン簡単クッキングチャンネル
＃日常生活
＃vlog
＃料理
＃夕飯
＃ご飯
＃簡単レシピ
＃今日のレシピ",https://i.ytimg.com/vi/cmsDyH0HVa8/maxresdefault.jpg,2315296,9328,True,public
youtube,nMEzehxzBWU,https://www.youtube.com/watch?v=nMEzehxzBWU,nMEzehxzBWU,https://www.youtube.com/watch?v=nMEzehxzBWU,超簡単【無限大葉なす】レンジでチンして和えるだけ！暑い夏にもってこい！食欲増進！なす大量消費・常備野菜,夫手取り17万円の節約ごはん,2025-07-22T00:00:51Z,"こんにちは、【夫手取り17万円の節約ごはん】の
夫　【ごま】
妻　【まる】　です。

ーーーーーーーー


◆材料 

・なす 3本
・大葉 5枚
・めんつゆ（3倍）大さじ3
・ポン酢 大さじ2
・ごま油 大さじ1
・生姜、白ごま 少々


ーーーーーーーー

【動画タイトル】
超簡単【無限大葉なす】レンジでチンして和えるだけ！暑い夏にもってこい！食欲増進！なす大量消費・常備野菜

ぜひお試しください☺️✨

🔶応援宜しくお願いいたします。(ここでしか見れない過去の限定動画あります)↓
https://www.youtube.com/channel/UC_4-bA8lLaByKgc4xcZ5QbA/join

⚠️ 私たちに贈りものがあれば、届けたい場合こちらからお願いいたします↓
https://www.amazon.co.jp/gp/profile/amzn1.account.AGWG6F2DLNWUCATVDCNEBNOG2JPA?ref=pc_u


＿＿＿＿＿＿＿＿＿＿＿＿＿
ごゆるりと見ていただけると嬉しいです
もしよければベルの通知をONにしておまちください🔔
＿＿＿＿＿＿＿＿＿＿＿＿＿

楽曲提供：MSライズ
楽曲名：setuyaku17Melody


#なす
#大葉
#大葉を使った簡単おかず
#なすを使った簡単レシピ
#節約レシピ
#夫手取り１７万円の節約ごはん",https://i.ytimg.com/vi/nMEzehxzBWU/maxresdefault.jpg,3662516,40989,True,public
youtube,DL6e_7nV0HA,https://www.youtube.com/watch?v=DL6e_7nV0HA,DL6e_7nV0HA,https://www.youtube.com/watch?v=DL6e_7nV0HA,#ハッシュドポテト#ポテト#簡単レシピ#レシピ#簡単美味しい#料理#レシピ#おうちごはん,まゆみの愛情キッチン,2024-03-19T10:24:47Z,"🍳　ハッシュドポテト　🍳

🗒材料(8個分)✏️ 

じゃがいも　　　2個
片栗粉　　　　　大さじ1
コンソメ　　　　小さじ1/2
塩こしょう　　　少し
ケチャップお好みで",https://i.ytimg.com/vi/DL6e_7nV0HA/maxresdefault.jpg,255944,2544,True,public
youtube,EUTkzk4UOPY,https://www.youtube.com/watch?v=EUTkzk4UOPY,EUTkzk4UOPY,https://www.youtube.com/watch?v=EUTkzk4UOPY,こんなにウマイきゅうりを知ってるかい？！#主婦 #料理 #料理動画 #ままごとキッチン #簡単レシピ #まいにちごはん #おつまみ,いそじま夫婦のお酒と料理チャンネル,2025-05-09T09:00:19Z,"📖レシピ本をNOTEで販売してるよ！！ウマいレシピだけを厳選しました🤤
トップ画面のリンクから飛べるよ🤩",https://i.ytimg.com/vi/EUTkzk4UOPY/maxresdefault.jpg,2868598,41089,True,public
youtube,_FEQDUBGGZE,https://www.youtube.com/watch?v=_FEQDUBGGZE,_FEQDUBGGZE,https://www.youtube.com/watch?v=_FEQDUBGGZE,玉ねぎのツナ炒め簡単で旨い！　#shorts #料理#料理動画,シングルマザーおかん料理『毎日節約レシピ』,2022-12-26T12:00:32Z,"〈材料〉
玉ねぎ【1個】
ツナ缶【1缶】
醤油【大さじ2】
塩【1つまみ】
コショウ【少々】
卵【1個】
海苔【適量】

￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣
通常動画も観て頂けたら嬉しいです。
『おすすめ🍴レシピ』

【箸が止まらん！大根サラダ】
https://youtu.be/rgoyIG3WaRI

【干さない自家製たくあん】
https://youtu.be/WmR6qliu-sI

【やみつき！ごぼう甘辛炒め】
https://youtu.be/Fy0VXXHF46Y

【はんぺんミニミニ春巻き】
https://youtu.be/b-Ycr2akaGU

【白だしで茶わん蒸し】
https://youtu.be/9GuaYxgZvbg",https://i.ytimg.com/vi/_FEQDUBGGZE/maxresdefault.jpg,2765469,36657,True,public
youtube,bIirGpVJiuQ,https://www.youtube.com/watch?v=bIirGpVJiuQ,bIirGpVJiuQ,https://www.youtube.com/watch?v=bIirGpVJiuQ,また作ってって懇願される。ハマりすぎてきゅうりこのためだけに大量購入した🥒#簡単レシピ #時短節約 #料理 #きゅうり #きゅうりレシピ #shorts #youtubeshorts,yuchi,2025-05-17T04:59:38Z,,https://i.ytimg.com/vi/bIirGpVJiuQ/maxresdefault.jpg,913415,9048,True,public
youtube,kRD6pqwvSh4,https://www.youtube.com/watch?v=kRD6pqwvSh4,kRD6pqwvSh4,https://www.youtube.com/watch?v=kRD6pqwvSh4,なすを買ったら…。　レシピ・栄養価詳細は①【…】をタップ　②【説明】をタップで見られます。,さくらい　ゆか【管理栄養士】,2024-07-01T11:23:36Z,"全84品のレシピ集📖　おかげさまで大好評✨
『元・給食の先生がおしえるワンパン健康食堂』
全国の書店、Amazon、楽天ブックスにあります👩‍🍳
　
　

　
　

　
･･─･･─･･─･･─･･─･･─･･─･･─･･─･･─･･
さくらいゆか 管理栄養士のレシピ
手軽に・おいしく・栄養もほしいあなたに🕊️
その他のレシピは→ @yuka6432
Instagram https://www.instagram.com/yuka_raku5han
Nadia https://oceans-nadia.com/user/741870
　
著書『元・給食の先生がおしえるワンパン健康食堂』
おかげさまで大好評🙇‍♀️
　
･･─･･─･･─･･─･･─･･─･･─･･─･･─･･─･･

　
　
　　なすの濃厚味噌焼き
••┈┈┈┈┈┈┈┈┈┈┈••
　
❮ ２〜４人分 ❯ 
なす4本
油大さじ2
◯酒大さじ1
◯醤油大さじ1
◯みりん大さじ1
◯おろし生姜少々
◯味噌小さじ1
シソの千切り、ごま　お好みで
　
　
１.なすを半分に切り、内側に格子状に切り込みを入れる
２.皮面を中心に油を絡め、中火で両面焼く
３.焼き目がついたら一旦火を止めて◯を入れ、大きめの泡が出るまで煮詰めてから全体に絡める
４.お好みでシソやゴマをかける
　
※レシピ本ではP.117にあります！
　
　
　
　
　
＜質問・感想はコメント欄へ！　ご協力ください🧡＞

　
　
　

　
　

❮ １本分目安 ❯ 
カロリー　91kcal
たんぱく質　1.3g
脂質　6.1g
糖質　5.2g
食物繊維　1.6g
食塩相当量　0.7g
厚生労働省　2020年度版第8訂食品栄養成分表より算出
　
　

 
 
#管理栄養士 #簡単レシピ",https://i.ytimg.com/vi/kRD6pqwvSh4/maxresdefault.jpg,4906655,69829,True,public
youtube,UP2qvbhbuuU,https://www.youtube.com/watch?v=UP2qvbhbuuU,UP2qvbhbuuU,https://www.youtube.com/watch?v=UP2qvbhbuuU,フライパンでそのまま出せてあと片付けも楽ちん！【豚バラとキャベツのフライパン蒸し】 詳しいレシピは概要欄でチェック！ #キャベツ #豚バラ#ワンパン#晩ごはん#簡単レシピ#レシピ動画 #料理動画,デリッシュキッチン,2025-06-12T04:30:30Z,"包丁要らずで簡単に作れるフライパン蒸しをご紹介。キャベツはちぎり、カット済みの豚バラを使うことで包丁なしでも作れます！蒸すことで野菜の量も減って野菜がたっぷり食べられます♪たれはめんつゆや胡麻ドレッシングを使ったり、お好きな味にアレンジできます！

▶︎チャンネル登録はこちら
https://bit.ly/2VyMCa5

▶︎詳しくは”無料の公式アプリ”から検索！
https://app.adjust.com/193f3eso


■材料 (2人分)
・豚バラ薄切り(炒め用)　200g
・キャベツ　1/4個(300g)
・酒　大さじ2
・ポン酢しょうゆ　大さじ3
・細ねぎ(刻み)　適量

■手順
(1)フライパンにキャベツを一口大にちぎりながら広げ入れ、芯を取り除く。（キャベツはよく洗いましょう。）
(2)豚肉をなるべく重ならないように広げてのせ、酒をまわしかける。ふたをして弱めの中火で熱し、肉に火が通るまで8分ほど蒸し焼きにする。
(3)ポン酢しょうゆをまわしかけ、細ねぎをちらす。（お好みでラー油をかけるのもおすすめです。)

▶︎au Shortでもデリッシュキッチンの簡単レシピを配信中！
https://app5g.page.link/fr67

※料理を楽しむにあたり、気をつけていただきたいこと
　https://corp.every.tv/cooking_notes

----------------------------------
お問い合わせはこちら
https://help.delishkitchen.tv/hc/ja/requests/new
---------------------------------",https://i.ytimg.com/vi/UP2qvbhbuuU/maxresdefault.jpg,2354451,34646,True,public
